FEATURES_SELECTION,OUTLIER_REMOVAL,DATA_BALANCING,CLASSIFIER,SCORE,FEATURES
"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'),
                prefit=True)",None,"SMOTE(k_neighbors=1, sampling_strategy='minority')","[SMOTE(k_neighbors=1, sampling_strategy='minority')
 LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.6273809523809524,"['wmc' 'rfc' 'lcom' 'loc' 'numbersQty' 'assignmentsQty'
 'mathOperationsQty' 'uniqueWordsQty' 'modifiers']"
"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'),
                prefit=True)",None,"SMOTE(k_neighbors=2, sampling_strategy='minority')","[SMOTE(k_neighbors=2, sampling_strategy='minority')
 SVC(C=150, kernel='sigmoid')]",0.6138095238095238,"['wmc' 'rfc' 'lcom' 'loc' 'numbersQty' 'assignmentsQty'
 'mathOperationsQty' 'uniqueWordsQty' 'modifiers']"
"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'),
                prefit=True)",None,"SMOTE(k_neighbors=3, sampling_strategy='minority')","[SMOTE(k_neighbors=3, sampling_strategy='minority')
 LogisticRegression(C=3, max_iter=1000, random_state=42)]",0.619047619047619,"['wmc' 'rfc' 'lcom' 'loc' 'numbersQty' 'assignmentsQty'
 'mathOperationsQty' 'uniqueWordsQty' 'modifiers']"
"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'),
                prefit=True)",None,"SMOTE(k_neighbors=1, sampling_strategy='all')","[SMOTE(k_neighbors=1, sampling_strategy='all')
 LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.704047619047619,"['wmc' 'rfc' 'lcom' 'loc' 'numbersQty' 'assignmentsQty'
 'mathOperationsQty' 'uniqueWordsQty' 'modifiers']"
"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'),
                prefit=True)",None,"SMOTE(k_neighbors=2, sampling_strategy='all')","[SMOTE(k_neighbors=2, sampling_strategy='all')
 LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.6964285714285714,"['wmc' 'rfc' 'lcom' 'loc' 'numbersQty' 'assignmentsQty'
 'mathOperationsQty' 'uniqueWordsQty' 'modifiers']"
"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'),
                prefit=True)",None,"SMOTE(k_neighbors=3, sampling_strategy='all')","[SMOTE(k_neighbors=3, sampling_strategy='all')
 LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.6673809523809524,"['wmc' 'rfc' 'lcom' 'loc' 'numbersQty' 'assignmentsQty'
 'mathOperationsQty' 'uniqueWordsQty' 'modifiers']"
"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'),
                prefit=True)",None,RandomOverSampler(sampling_strategy='minority'),"[RandomOverSampler(sampling_strategy='minority')
 LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.5473809523809524,"['wmc' 'rfc' 'lcom' 'loc' 'numbersQty' 'assignmentsQty'
 'mathOperationsQty' 'uniqueWordsQty' 'modifiers']"
"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'),
                prefit=True)",None,"RandomOverSampler(sampling_strategy='minority', shrinkage=0)","[RandomOverSampler(sampling_strategy='minority', shrinkage=0)
 LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.5773809523809523,"['wmc' 'rfc' 'lcom' 'loc' 'numbersQty' 'assignmentsQty'
 'mathOperationsQty' 'uniqueWordsQty' 'modifiers']"
"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'),
                prefit=True)",None,"RandomOverSampler(sampling_strategy='minority', shrinkage=1)","[RandomOverSampler(sampling_strategy='minority', shrinkage=1)
 LogisticRegression(C=5, max_iter=1000, random_state=42)]",0.744047619047619,"['wmc' 'rfc' 'lcom' 'loc' 'numbersQty' 'assignmentsQty'
 'mathOperationsQty' 'uniqueWordsQty' 'modifiers']"
"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'),
                prefit=True)",None,"RandomOverSampler(sampling_strategy='minority', shrinkage=2)","[RandomOverSampler(sampling_strategy='minority', shrinkage=2)
 LogisticRegression(C=1, max_iter=1000, penalty='none', random_state=42)]",0.6564285714285714,"['wmc' 'rfc' 'lcom' 'loc' 'numbersQty' 'assignmentsQty'
 'mathOperationsQty' 'uniqueWordsQty' 'modifiers']"
"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'),
                prefit=True)",None,RandomOverSampler(sampling_strategy='all'),"[RandomOverSampler(sampling_strategy='all')
 RandomForestClassifier(max_depth=3, max_features=1, min_samples_leaf=3,
                        min_samples_split=8, n_estimators=10)           ]",0.629047619047619,"['wmc' 'rfc' 'lcom' 'loc' 'numbersQty' 'assignmentsQty'
 'mathOperationsQty' 'uniqueWordsQty' 'modifiers']"
"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'),
                prefit=True)",None,"RandomOverSampler(sampling_strategy='all', shrinkage=0)","[RandomOverSampler(sampling_strategy='all', shrinkage=0)
 LogisticRegression(C=1, max_iter=1000, penalty='none', random_state=42)]",0.619047619047619,"['wmc' 'rfc' 'lcom' 'loc' 'numbersQty' 'assignmentsQty'
 'mathOperationsQty' 'uniqueWordsQty' 'modifiers']"
"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'),
                prefit=True)",None,"RandomOverSampler(sampling_strategy='all', shrinkage=1)","[RandomOverSampler(sampling_strategy='all', shrinkage=1)
 LogisticRegression(C=8, max_iter=1000, random_state=42)]",0.5628571428571428,"['wmc' 'rfc' 'lcom' 'loc' 'numbersQty' 'assignmentsQty'
 'mathOperationsQty' 'uniqueWordsQty' 'modifiers']"
