Estimator,Score,Preprocess
"[TruncatedSVD() KNeighborsClassifier(n_neighbors=4, weights='distance')]",0.4273809523809523,
"[DecisionTreeClassifier(max_depth=3, max_features=3, min_samples_leaf=3,
                        min_samples_split=8, random_state=1608637542)   ]",0.6557142857142857,
"[SVC(C=1, kernel='sigmoid', random_state=42)]",0.5802592592592593,
"[SVC(C=4, kernel='sigmoid', random_state=42)]",0.7436075036075036,
"[SVC(C=4, kernel='sigmoid', random_state=42)]",0.7436075036075036,
"[LinearDiscriminantAnalysis()
 DecisionTreeClassifier(min_samples_split=7, random_state=42)]",0.5330580530580531,
"[TruncatedSVD() SVC(C=4, kernel='sigmoid', random_state=42)]",0.7605555555555557,
[PCA() KNeighborsClassifier(n_neighbors=3)],0.5805616605616606,
"[LinearDiscriminantAnalysis() SVC(C=1, kernel='sigmoid', random_state=42)]",0.699047619047619, PCA 
[LinearDiscriminantAnalysis() KNeighborsClassifier(n_neighbors=2)],0.6409090909090909, TSNE 
"[PCA()
 DecisionTreeClassifier(max_depth=4, min_samples_split=5, random_state=42,
                        splitter='random')                                ]",0.4631313131313131, TSNE 
"[SVC(C=4, kernel='sigmoid', random_state=42)]",0.7436075036075036,
"[SVC(C=4, kernel='sigmoid', random_state=42)]",0.7436075036075036,
"[SVC(C=4, kernel='sigmoid', random_state=42)]",0.7436075036075036,
[KNeighborsClassifier(n_neighbors=3)],0.5805616605616606, PCA 
"[DecisionTreeClassifier(max_depth=3, max_features=1, min_samples_leaf=4,
                        min_samples_split=8, random_state=1608637542)   ]",0.5223076923076924, PCA 
"[LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.659949494949495,
"[DecisionTreeClassifier(min_samples_split=3, random_state=42)]",0.5337590187590188,
"[DecisionTreeClassifier(max_depth=3, max_features=1, min_samples_leaf=3,
                        min_samples_split=10, random_state=1608637542)  ]",0.6548834498834498,
"[DecisionTreeClassifier(max_depth=3, max_features=1, min_samples_leaf=3,
                        min_samples_split=10, random_state=1608637542)  ]",0.5368181818181819,
"[LogisticRegression(C=1, max_iter=1000, penalty='none', random_state=42)]",0.5122222222222222,
"[LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.659949494949495,
"[LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.659949494949495,
"[DecisionTreeClassifier(max_depth=3, max_features=1, min_samples_leaf=3,
                        min_samples_split=10, random_state=1608637542)  ]",0.6548834498834498,
"[DecisionTreeClassifier(max_depth=3, max_features=1, min_samples_leaf=3,
                        min_samples_split=10, random_state=1608637542)  ]",0.5368181818181819,
"[DecisionTreeClassifier(min_samples_split=9, random_state=42)]",0.5381313131313131,
"[DecisionTreeClassifier(min_samples_split=9, random_state=42)]",0.5381313131313131,
"[LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.659949494949495,
"[LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.659949494949495,
"[LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.659949494949495,
"[LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.659949494949495,
"[LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.659949494949495,
"[LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.659949494949495,
[GaussianNB()],0.5028571428571429,
"[DecisionTreeClassifier(max_depth=3, max_features=1, min_samples_leaf=4,
                        min_samples_split=8, random_state=1608637542)   ]",0.5223076923076924,
"[DecisionTreeClassifier(max_depth=3, max_features=1, min_samples_leaf=4,
                        min_samples_split=8, random_state=1608637542)   ]",0.5223076923076924,
"[DecisionTreeClassifier(min_samples_split=9, random_state=42)]",0.5381313131313131,
"[DecisionTreeClassifier(min_samples_leaf=3, min_samples_split=3, random_state=42)]",0.5607142857142857,
"[DecisionTreeClassifier(min_samples_split=5, random_state=42)]",0.5309090909090909,
"[DecisionTreeClassifier(max_depth=3, max_features=1, min_samples_leaf=3,
                        min_samples_split=10, random_state=1608637542)  ]",0.6548834498834498,
[GaussianNB()],0.6607142857142857,
[GaussianNB()],0.6607142857142857,
"[DecisionTreeClassifier(min_samples_split=9, random_state=42)]",0.5381313131313131,
[GaussianNB()],0.6607142857142857,
"[LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.659949494949495,
"[LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.4683333333333334,
"[DecisionTreeClassifier(max_depth=3, max_features=3, min_samples_leaf=3,
                        min_samples_split=8, random_state=1608637542)   ]",0.6375757575757576,
"[DecisionTreeClassifier(max_depth=3, max_features=3, min_samples_leaf=3,
                        min_samples_split=8, random_state=1608637542)   ]",0.6375757575757576,
[SMOTE(k_neighbors=3) GaussianNB()],0.5590476190476191,
[SMOTE(k_neighbors=3) GaussianNB()],0.5590476190476191,
"[SMOTE(k_neighbors=3)
 LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.6596031746031745,
"[SMOTE(k_neighbors=3)
 LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.6596031746031745,
"[SMOTE(k_neighbors=3)
 LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.4988888888888889,
"[SMOTE(k_neighbors=3)
 DecisionTreeClassifier(min_samples_leaf=4, min_samples_split=10,
                        random_state=42, splitter='random')      ]",0.5888095238095239,
"[RandomOverSampler()
 LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.6596031746031745,
"[SVMSMOTE(k_neighbors=3)
 LogisticRegression(C=3, max_iter=1000, penalty='none', random_state=42)]",0.5973809523809523,
"[SVMSMOTE(k_neighbors=2)
 RandomForestClassifier(max_features=3, min_samples_leaf=5, min_samples_split=10,
                        n_estimators=20, random_state=42)                        ]",0.5766727716727716,
"[SMOTE(k_neighbors=2)
 LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.6938888888888888,
"[SMOTE(k_neighbors=2)
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=2, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.6045299145299146,
"[SMOTE(k_neighbors=2)
 LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.6362698412698412,
"[SMOTE(k_neighbors=2)
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=3, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=1, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.7083333333333333,
"[RandomOverSampler()
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=3, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=1, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.7892063492063492,
"[RandomOverSampler()
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=3, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=1, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.7458730158730159,
"[RandomOverSampler()
 RandomForestClassifier(max_features=1, min_samples_leaf=3, min_samples_split=8,
                        n_estimators=20, random_state=42)                       ]",0.6176984126984127,
"[RandomOverSampler()
 KNeighborsClassifier(n_neighbors=3, weights='distance')]",0.55995670995671,
"[RandomOverSampler()
 KNeighborsClassifier(n_neighbors=2, weights='distance')]",0.55995670995671,
"[RandomOverSampler()
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=3, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=1, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.6055555555555555,
"[RandomOverSampler()
 LogisticRegression(C=5, max_iter=1000, random_state=42)]",0.6467460317460316,
"[RandomOverSampler()
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=2, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.6554761904761903,
"[RandomOverSampler()
 DecisionTreeClassifier(max_depth=4, min_samples_leaf=2, random_state=42)]",0.7075757575757576,
"[RandomOverSampler()
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=3, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=1, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.6188888888888889,
"[RandomOverSampler()
 DecisionTreeClassifier(criterion='entropy', max_depth=3, min_samples_leaf=2,
                        min_samples_split=4, random_state=42)                ]",0.4654761904761904, outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers
"[RandomOverSampler()
 KNeighborsClassifier(n_neighbors=3, weights='distance')]",0.55995670995671, outliers
"[RandomOverSampler()
 RandomForestClassifier(max_depth=3, max_features=3, min_samples_leaf=3,
                        min_samples_split=8, n_estimators=20, random_state=42)]",0.599047619047619, outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers outliers
"[RandomOverSampler()
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=3, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=1, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.6934415584415584,
"[RandomOverSampler()
 LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.6362698412698412,
"[RandomOverSampler()
 DecisionTreeClassifier(criterion='entropy', min_samples_leaf=4, random_state=42)]",0.7375757575757576,
"[RandomOverSampler()
 DecisionTreeClassifier(criterion='entropy', min_samples_leaf=2,
                        min_samples_split=4, random_state=42)   ]",0.6516666666666666,
"[SMOTE(k_neighbors=3)
 LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.6129365079365079,
[RandomOverSampler() GaussianNB()],0.5515873015873016, outliers
"[RandomOverSampler()
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=1, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.5661111111111111, outliers
"[RandomOverSampler()
 LogisticRegression(C=5, max_iter=1000, random_state=42)]",0.5433333333333333, outliers
"[SMOTE(k_neighbors=3) SVC(C=3, kernel='sigmoid', random_state=42)]",0.5133333333333333, outliers
"[RandomOverSampler()
 LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.6362698412698412,
"[RandomOverSampler()
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=3, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=1, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.6516666666666666,
"[RandomOverSampler()
 GradientBoostingClassifier(max_features=3, max_leaf_nodes=3,
                            min_samples_split=8, min_weight_fraction_leaf=0.25)]",0.6464646464646464,
"[RandomOverSampler()
 LogisticRegression(C=1, max_iter=1000, penalty='none', random_state=42)]",0.5459523809523809, outliers
"[RandomOverSampler()
 RandomForestClassifier(max_features=1, min_samples_leaf=3, min_samples_split=8,
                        n_estimators=20, random_state=42)                       ]",0.6176984126984127, outliers
"[RandomOverSampler()
 RandomForestClassifier(max_depth=3, max_features=3, min_samples_leaf=3,
                        min_samples_split=8, n_estimators=20, random_state=42)]",0.6238888888888889,
"[RandomOverSampler()
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=3, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=1, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.6325757575757576,
"[RandomOverSampler(sampling_strategy='minority')
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=3, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=2, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.7097979797979799,
"[RandomOverSampler(sampling_strategy='minority')
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=3, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=1, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.7293650793650792, outliers
"[SMOTE(k_neighbors=3, sampling_strategy='minority')
 KNeighborsClassifier(n_neighbors=2, weights='distance')]",0.6032900432900433, outliers
"[SMOTE(k_neighbors=3, sampling_strategy='not majority')
 KNeighborsClassifier(n_neighbors=2, weights='distance')]",0.5917460317460318, outliers
"[SVMSMOTE(k_neighbors=3, sampling_strategy='minority')
 KNeighborsClassifier(n_neighbors=2, weights='distance')]",0.5497186147186147, outliers
"[RandomOverSampler(sampling_strategy='minority')
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=3, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=1, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.6710317460317461, outliers
"[RandomOverSampler(sampling_strategy='minority')
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=3, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=1, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.7583333333333332, outliers
"[RandomOverSampler(sampling_strategy='minority')
 KNeighborsClassifier(n_neighbors=4, weights='distance')]",0.60995670995671, outliers
"[RandomOverSampler(sampling_strategy='minority')
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=3, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=1, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.599047619047619, outliers
"[RandomOverSampler(sampling_strategy='minority')
 KNeighborsClassifier(n_neighbors=2, weights='distance')]",0.55995670995671, outliers
"[RandomOverSampler(sampling_strategy='minority')
 XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
               colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
               early_stopping_rounds=None, enable_categorical=False, eta=0.8,
               eval_metric=None, gamma=2, gpu_id=-1, grow_policy='depthwise',
               importance_type=None, interaction_constraints='',
               learning_rate=0.800000012, max_bin=256, max_cat_to_onehot=4,
               max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
               missing=nan, monotone_constraints='()', n_estimators=100,
               n_jobs=0, num_parallel_tree=2, predictor='auto', random_state=0,
               reg_alpha=0.5, ...)                                             ]",0.6607142857142856, outliers
"[RandomOverSampler(sampling_strategy='minority')
 KNeighborsClassifier(n_neighbors=2, weights='distance')]",0.55995670995671, outliers
"[RandomOverSampler(sampling_strategy='minority')
 DecisionTreeClassifier(criterion='entropy', max_depth=4, min_samples_leaf=2,
                        min_samples_split=6, random_state=42)                ]",0.5432539682539682, outliers
"[RandomOverSampler(sampling_strategy='minority')
 LogisticRegression(C=1, max_iter=1000, random_state=42)]",0.5465079365079365, outliers
"[RandomOverSampler(sampling_strategy='minority')
 KNeighborsClassifier(n_neighbors=4, weights='distance')]",0.55995670995671, outliers
"[RandomOverSampler(sampling_strategy='minority')
 GradientBoostingClassifier(max_leaf_nodes=10, min_samples_split=8,
                            min_weight_fraction_leaf=0)            ]",0.6621428571428571, outliers
